Judul,URL,Tanggal,Konten,Kelas
2 Pria Ditangkap karena Maling 1 Ton Gabah di Cianjur,https://bandung.kompas.com/read/2024/10/26/085426178/2-pria-ditangkap-karena-maling-1-ton-gabah-di-cianjur,26/10/2024 08:54,"CIANJUR, KOMPAS.com - Komplotan maling spesialis gabah di Kabupaten Cianjur, Jawa Barat diringkus polisi setelah aksinya terekam CCTV.
Dari tangan kedua pelaku, yakni OS (48) dan YA (57), diamankan 10 karung gabah kering dengan berat total 1 ton senilai jutaan rupiah.
Baca juga: Seorang Pria Maling Motor di Rumah Kos Beji Depok, Diduga Pakai Kunci Palsu
Kepala Polsek Karangtengah Kompol Rachmat Hamdan mengemukakan, kedua pelaku ditangkap berikut barang bukti dan alat kejahatan berupa satu unit mobil angkot.
""Diamankan dekat rumah sakit Sayang saat mangkal. Pekerjaan kedua pelaku ini sebagai sopir angkot,"" kata Rachmat di mako polsek, Jumat.
Kendati begitu, ungkap dia, salah satu pelaku tercatat sebagai residivis atas kasus serupa.



""Para pelaku mencuri gabah di tempat penggilingan padi setelah sebelumnya membobol tembok menggunakan batu,"" ujar dia.
Aksi pelaku terekam CCTV dan hasil identifikasi polisi serta informasi dari sejumlah saksi mengarah ke ciri-ciri kedua pelaku.
""Rencananya gabah hasil curian akan dijual ke tempat penggilingan lain. Namun, keburu kita ungkap dan amankan,"" ucap Rachmat.
Baca juga: Maling Sepmor di Aceh Selatan Diamuk Massa, Mobilnya Dibakar
Selain gabah, dari tangan para pelaku juga disita barang bukti hasil curian lainnya, yakni tabung elpiji 3 kilogram dan senapan angin.
""Keduanya kita sangkakan Pasal 363 dengan ancaman pidana lima tahun penjara,"" imbuhnya.
 
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",REGIONAL
"Edy Sebut Banyak Orang Miskin di Asahan, Hinca Panjaitan: Bawa Datanya di Debat",https://medan.kompas.com/read/2024/10/26/084704178/edy-sebut-banyak-orang-miskin-di-asahan-hinca-panjaitan-bawa-datanya-di-debat,26/10/2024 08:47,"MEDAN,KOMPAS.com- Calon gubernur Sumatera Utara nomor urut 2, Edy Rahmayadi sempat menyinggung masih banyak orang miskin di Kabupaten Asahan saat berkampanye.
Wilayah tersebut merupakan basis calon wakil gubernur nomor urut 1, Surya, yang juga bupati Asahan dan berpasangan dengan Wali Kota Medan, Bobby Nasution, dalam Pilkada Sumut.
Terkait pernyataan Edy, ketua Tim pemenangan Bobby-Surya, Hinca Panjaitan buka suara.
Dia berharap, Edy membawa data soal kemiskinan yang dimaksudnya, saat debat gubernur perdana, pada Rabu (30/10/2024) nanti.
Baca juga: Kampanye Daerah Asal Wakil Bobby, Edy Singgung Kemiskinan di Asahan



""Mudah-mudahan pak Edy Rahmayadi membawa angka ini, biar dijawab oleh pak Bobby juga, dalam pertemuan itu, apalagi dijawab oleh pak Surya biar langsung berdebat itu, jadi nanti pak Edy bawa datanya, biar dijawab di sana oleh pak Surya,"" ujar Hinca di rumah pemenangan Bobby-Surya kepada wartawan di Kota Medan, Jumat (25/10/2024)
Hinca lalu mengatakan, bila berbicara kemiskinan, harusnya Edy menyadari bahwa Asahan merupakan bagian dari kabupaten di Sumatera Utara, provinsi yang dipimpinnya sebagai petahana.
""Selamat datang pak Edy Rahmayadi kompetitor kami di Kabupaten Asahan dan sudah menyampaikan pesan kepada kita semua, mudah mudahan semoga beliau menyebutkan data dan angka itu dan kalau diomongkan Asahan itu berarti Sumatera Utara juga,"" katanya.
Kendati demikian, kata Hinca apa yang disampaikan Edy merupakan bagian dari upaya yang dilakukan untuk mengajak memajukan Sumut. Namun kata dia, bukan berarti Surya gagal sebagai bupati Asahan.
""Kalau soal-soal angka ini, tentu kita melihat sebagai keinginan untuk cermin kita maju bersama. Apakah pak Surya gagal kan begitu, jadi biar dilihat data nya seperti apa,"" ujarnya.
Hinca lalu menceritakan sebagai putra daerah, selama ini dia melihat banyak kemajuan di Asahan.
""Saya lahir di Aek Songsongan, dulu ini desa ini, sekarang naik kelas jadi Kecamatan Aek Songsongan, dulu kami nyebrang naik getek, sekarang sudah ada jembatan,"" ujarnya
Selanjutnya dia mengatakan bahwa memajukan Sumut merupakan tanggung jawab bersama. Menurutnya Edy Rahmayadi sudah diberikan kesempatan 5 tahun memimpin, namun tidak memberikan andil yang berarti.
""Hari ini gantian dulu lah (memimpin Sumut), setelah kita beri kesempatan selama 5 tahun (Edy Rahmayadi) segitu gitu aja, kali ini gantian lah dulu, biarkan anak muda yang memimpin,"" kata dia.
Baca juga: Survei Poltracking, Elektabilitas Agustiar-Edy Tertinggi di Pilkada Kalteng, Efek Program Bansos Petahana
Sebelumnya, pernyataan Edy disampaikan saat berdialog dengan ratusan masyarakat di Dezza Resto, di Jalan Budi Utomo Siumbut Baru, Asahan, Kamis (24/10/2024). Ketika berdiskusi Edy menyinggung,tingginya angka kemiskinan di Asahan.
""Jadi Asahan ini adalah tempat orang berkarya, tapi saya sayangkan Asahan ini masih begitu banyak orang miskin di tempat ini,"" ujar Edy dalam keterangan tertulisnya, Jumat (25/10/2024)
Menurut mantan Pangkostrad ini, kemiskinan di Asahan disebabkan beberapa faktor, termasuk kurangnya motivasi dan sikap malas.
""Tempat ini subur, tempat ini begini seperti ini, tapi dia pemalas dan paling dibenci tuhan orang pemalas itu,"" ujarnya.
Edy kemudian memotivasi masyarakat agar tidak menyerah pada keadaan ekonomi. Ia membagikan kisahnya, yang berasal dari keluarga sederhana.
""Nah dasarnya kemiskinan itulah kehadiran penguasa untuk memberikan kehidupan,"" jelas Edy.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",REGIONAL
"Evakuasi Saat Kecelakaan Bus, Perhatikan Lokasi Pintu Darurat",https://otomotif.kompas.com/read/2024/10/26/084200315/evakuasi-saat-kecelakaan-bus-perhatikan-lokasi-pintu-darurat,26/10/2024 08:42,"JAKARTA, KOMPAS.com - Kecelakaan memang jadi momok saat naik bus. Baru ini kejadian bus yang membawa rombongan anak TK terbakar di Tol Wiyoto Wiyono, beruntung tidak ada korban jiwa dari kejadian tersebut.
Secara desain bodi, bus memiliki dua pintu masuk, di depan dan di belakang atau tengah. Cuma ketika kondisi kecelakaan, ada beberapa akses yang bisa digunakan selain pintu yang ada di sisi kiri depan dan belakang.
Export Manager Karoseri Laksana Werry Yulianto mengatakan, pertama ada pintu darurat yang biasanya ada di sisi kanan bodi bus.
Baca juga: PO Nyaman Holiday Rilis 2 Bus Pariwisata Pakai Toilet
Dok.KOMPAS.com/Aska Bagus Aldika Bus Damri di halte Damri Stasiun Gambir, Rabu (9/10/2024)
""Fungsi pintunya sama seperti biasa, ada tuas untuk membukanya, hanya saja ada cover (penutup tuas). Covernya itu yang hanya bisa sekali pakai, jadi kalau dibuka, harus ganti cover-nya,” kata Werry kepada Kompas.com, belum lama ini.



Selain pintu darurat yang ada di sisi kanan belakang, ada juga jendela dan pintu di atap. Jendela bisa dijadikan akses evakuasi dengan memecahkan kacanya pakai palu pemecah kaca.
Baca juga: Hyundai Kembangkan Mobil Terbang dan Hidrogen di Indonesia

""Palu pemecah kaca harus ada di kabin. Memecahkan dengan alat lain memang bisa, tapi lebih mudah gunakan palu karena sesuai peruntukkannya,"" kata Werry.
Sedangkan pintu atau jendela yang ada di atap biasa digunakan kalau bus dalam posisi terguling, pintu tidak bisa dibuka. Cara membukanya dengan memutar kenop yang ada di bagian dalam, maka bisa jadi akses evakuasi saat darurat.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",OTOMOTIF
"Israel Serang Iran, PM Netanyahu Disebut Sudah Berada di Ruang Bawah Tanah",https://internasional.kompas.com/read/2024/10/26/083923770/israel-serang-iran-pm-netanyahu-disebut-sudah-berada-di-ruang-bawah,26/10/2024 08:39,"TEL AVIV, KOMPAS.com - Israel serang Iran dan Perdana Menteri Israel Benjamin Netanyahu dilaporkan telah berada di sebuah ruang bawah tanah di markas besar Kementerian Pertahanan Israel pada Sabtu (26/10/2024).
Surat kabar Israel, Hayom, melaporkan PM Netanyahu bersama Menteri Pertahanan Israel Yoav Gallant berada di sebuah ruangan bawah tanah di markas besar Kementerian Pertahanan di Tel Aviv.
Laporan tersebut muncul setelah Israel mengatakan mereka telah menyerang target-target di Teheran.
Baca juga: Israel Serang Iran, 6 Ledakan Guncang Teheran, IDF Minta Warga Siaga
Media Timur Tengah Al Jazeera, juga melaporkan bahwa PM Netanyahu telah berada di Kementerian Pertahanan di Tel Aviv saat serangan Israel terhadap Iran sedang berlangsung.
Namun, tidak disebutkan bahwa Netanyahu berada di ruang bawah tanah, melainkan di pusat operasi.



Al Jazeera memberitakan hal itu dengan mengutip keterangan dari Kantor Perdana Menteri Israel.
Al Jazeera kemudian melaporkan, kabinet keamanan Israel telah menyetujui rencana serangan terhadap Iran dan bahwa mereka, pada dasarnya, menunggu perintah dari PM Netanyahu serta Menteri Pertahanan Yoav Gallant.
Realitanya serangan Israel ke Iran itu telah terjadi sekarang.
Serangan Israel ke Iran kali ini dikhawatirkan akan menyebabkan eskalasi konflik di Timur Tengah.
Iran telah beberapa kali telah memperingatkan akan membalas jika Israel meluncurkan serangan ke wilayah mereka menyusul serangan rudal pada 1 Oktober lalu.
Baca juga: 











Israel Serang Iran, AS: Itu Latihan Pertahanan Diri
Hal yang Dikhawatirkan Terjadi, Israel Konfirmasi Serang Iran, Siaga Ofensif dan Defensif
Sejumlah Ledakan Kuat Terdengar di Teheran Iran, Belum Diketahui Penyebabnya

Juru bicara Militer Israel Daniel Hagari dalam sebuah pernyataan terpisah, telah meminta masyarakat untuk “waspada dan siaga”.
Pernyataan itu kemungkinan dikeluarkan sebagai antisipasi Iran akan membalas serangan Israel kali ini.

 
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",GLOBAL
"Debat Pilkada Aceh, Fadhlullah Sindir Bustami Tak Punya Koneksi dengan Pemerintah Pusat",https://regional.kompas.com/read/2024/10/26/083908778/debat-pilkada-aceh-fadhlullah-sindir-bustami-tak-punya-koneksi-dengan,26/10/2024 08:39,"BANDA ACEH, KOMPAS.com - Pasangan calon gubernur dan wakil gubernur Aceh Bustami Hamzah-M Fadhil Rahmi dan Muzakir Manaf-Fadhlullah, berbeda pandangan saat menjawab pertanyaan panelis terkait akses internet di Aceh.
Dalam debat publik pertama Pilkada Aceh yang berlangsung di Hotel Amel Convention Hall Banda Aceh, Jumat (25/10/2024) malam, kedua paslon saling memberikan strategi masing-masing hingga saling sindir.
Moderator Frisca Clarissa saat membacakan pertanyaan panelis menyebutkan, pelayanan publik dianggap lambat di Aceh terutama daerah-daerah belum terjangkau internet.
Baca juga: Momen Haru Debat Pilkada Malang, Sanusi Peluk Gunawan saat Sesi Istirahat
""Bagaimana strategi paslon untuk mempercepat digitalisasi dan memastikan seluruh masyarakat Aceh dapat mengaksesnya,"" ucap Frisca.
Calon gubernur Aceh nomor urut 1, Bustami Hamzah menyebutkan, saat ini yang dibutuhkan adalah masalah infrastruktur.



Menurutnya, internet susah dijangkau lantaran infrastrukturnya belum ada. Dikatakan Bustami, selama Aceh mengelola dana otsus tidak pernah fokus terhadap dunia pendidikan.
""Yang dibutuhkan rakyat itu sarana dan prasarana. Kalau infrastrukturnya tidak ada bagaimana koneksi,"" katanya.
Jika melihat dari sisi anggaran, sebutnya, anggaran pendidikan selama 17 tahun terakhir sudah mencapai angka Rp 13 triliun bahkan lebih.
""Tapi apa yang ada di masyarakat hari ini, internet saja belum beres, jangankan kita bilang yang lain. Justru itu, kita harus fokus ke depan bagaimana konektivitas semua daerah ini perlu perhatian khusus,"" ungkap Bustami.
Sementara itu, calon wakil gubernur Aceh nomor urut 2 Fadhlullah mengatakan, pemerintah Indonesia melalui Kominfo telah menyediakan konektivitas hingga ke pedalaman.
Menurutnya, permasalahan yang terjadi di Aceh saat ini adalah lemahnya koneksi (hubungan) antara pemerintah Aceh dengan pusat.
Baca juga: Daftar 7 Panelis Debat Kedua Cagub-Cawagub Pilkada Jakarta 2024
Dia mengklaim, komunikasi pemerintah Aceh dengan pemerintah pusat selama ini tidak berjalan bagus.
Karena itu, berbekal pengalaman di kursi komisi 1 DPR RI, Fadhlullah akan mencoba memperbaiki hal ini ke depannya.
""Inilah yang akan kita perbaiki ke depan. Mungkin inilah yang tidak dimiliki oleh paslon nomor 1 dengan koneksi dan komunikasi baik dengan pemerintah pusat,"" sebutnya.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",REGIONAL
"Al Nassr Imbang Dramatis Tanpa Ronaldo, Georgina Sempat Dirawat karena Pneumonia",https://www.kompas.com/sports/read/2024/10/26/08340038/al-nassr-imbang-dramatis-tanpa-ronaldo-georgina-sempat-dirawat-karena,26/10/2024 08:34,"KOMPAS.com - Al Nassr harus puas berbagi poin usai bermain imbang 3-3 melawan Al Kholood pada pekan ke-8 Liga Arab Saudi 2024-2025 di Stadion King Abdullah Sport City, Jumat (25/10/2024). 
Dalam laga tersebut, tim asuhan Stefano Pioli tampil tanpa Cristiano Ronaldo yang absen mendadak karena sang kekasih, Georgina Rodriguez, dilarikan ke rumah sakit.
Ketidakhadiran Ronaldo memberi tantangan berat bagi Al Nassr, tetapi mereka tetap mampu tampil kompetitif. 
Al Nassr sempat tertinggal lebih dulu lewat gol Myziane Maolida pada menit ke-12. 
Baca juga: Hasil Esteghlal Vs Al Nassr: Laporte Pahlawan, Andil Sundulan Ronaldo
Namun, Aymeric Laporte menyamakan kedudukan beberapa menit kemudian melalui skema sepak pojok.



Al Nassr kemudian berbalik unggul lewat gol Anderson Talisca, tetapi Al Kholood kembali menyamakan skor berkat gol kedua Maolida. 
Di babak kedua, Jackson Muleka membawa Al Kholood unggul 3-2 sebelum akhirnya penalti Talisca pada menit ke-90+5 menyelamatkan Al Nassr dari kekalahan. 
Tendangan Talisca sempat terbaca oleh kiper Marcelo Grohe, tetapi bola tetap meluncur masuk dan membuat Al Nassr berhak atas satu poin.
Baca juga: Hasil Al Shabab Vs Al Nassr: Ronaldo Pahlawan, Pioli Jaga Kesempurnaan
Sementara itu, Cristiano Ronaldo absen dari laga ini karena menemani Georgina Rodriguez yang baru saja dirawat di rumah sakit selama empat hari akibat pneumonia. 
Georgina, melalui unggahan di media sosialnya, mengungkapkan bahwa kondisinya kini telah membaik dan ia sudah diperbolehkan pulang. 
""Saya sudah dirawat di rumah sakit selama empat hari karena pneumonia. Saya merasa lebih baik, tetapi masih perlu istirahat dan pemulihan,"" tulis Georgina di Instagram Story-nya.
Ronaldo memutuskan untuk absen dari pertandingan demi mendampingi Georgina, yang juga mendapat banyak dukungan dari penggemar di media sosial. 
Baca juga: Cristiano Ronaldo Ingin Al-Nassr Rekrut Kevin de Bruyne
Keduanya dikenal sebagai pasangan romantis sejak bertemu di sebuah toko busana di Madrid pada 2016 dan hingga kini membesarkan lima anak, termasuk dua anak biologis mereka, Alana dan Bella.
Al Nassr saat ini berada di peringkat ketiga klasemen Liga Arab Saudi dengan koleksi 18 poin dari delapan pertandingan, sedangkan para penggemar berharap Ronaldo segera kembali merumput.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",BOLA
Bantahan Paula Verhoeven Perihal Tudingan Selingkuh dari Baim Wong,https://www.kompas.com/hype/read/2024/10/26/083104366/bantahan-paula-verhoeven-perihal-tudingan-selingkuh-dari-baim-wong,26/10/2024 08:31,"JAKARTA, KOMPAS.com - Bungkam cukup lama sejak tudingan selingkuh muncul dari aktor Baim Wong pada awal Oktober lalu, akhirnya model Paula Verhoeven membuat klarifikasi. Paula mengunggah video berisi bantahan ia berselingkuh pada Jumat (25/10/2024) melalui akun Instagram @paula_verhoeven. Berikut rangkuman pernyataan Paula.
Bantah Selingkuh dari Baim
Paula mengawali klarifikasi dengan meminta maaf atas kegaduhan rumah tangganya.  Ia ingin meluruskan isu yang beredr karenna khawatir akan menjadi jejak digital yang memengaruhi anak-anaknya di kemudian hari.



Baca juga: Paula Verhoeven Akhirnya Buka Suara, Bantah Narasi Selingkuh dari Baim Wong Paula menyatakan bahwa tudingan selingkuh itu salah. “Selama masa pernikahan sebagai istri saya banyak kekurangan, namun dalam kesempatan ini saya ingin meluruskan ini bahwa berita perselingkuhan ini tidak benar,” ujar Paula.
 
Tanggung jawab kepada Tuhan
 
Paula meyakinkan bahwa pengakuannya itu sungguh-sungguh bukan bohong. Sebab, ia ingat semua perbuatannya diketahui oleh Tuhan. “Saya percaya, Allah maha mengetahui semua apa yang saya lakukan dan tidak saya lakukan, karena semua perbuatan saya di dunia ini harus dipertanggungjawabkan di akhirat kelak,” ucap Paula Verhoeven. Ia mengakui sekarang bukan waktu yang mudah sehingga ia meminta dukungan doa. Baca juga: Bantah Selingkuh, Paula Verhoeven: Semua Perbuatan di Dunia Harus Dipertanggungjawabkan Kelak
 
Maaf untuk anak
Paula juga meminta maaf untuk dua putranya buah pernikahan dengan Baim.  Permintaan maaf itu juga mewakili nama Baim. ""Untuk anak-anakku, Kiano dan Kenzo, permata hati mama, maafkan mama dan papa ya nak. Bismillah, semoga Allah memberikan kemudahan dan menjaga kita semua. Mama, Papa selalu sayang kalian,"" ujar Paula. Saat ini putranya baru akan berumur 5 tahun dan 3 tahun. Baim diketahui telah menggugat cerai Paula di Pengadilan Agama Jakarta Selatan sejak 8 Oktober 2024. Sidang pertama dengan agenda mediasi telah berlangsung pada 23 Oktober yang dihadiri Baim dan Paula.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",HYPE
"Pahami Aturan Wiru pada Kain Batik, Jangan Asal Lipat",https://lifestyle.kompas.com/read/2024/10/26/083100720/pahami-aturan-wiru-pada-kain-batik-jangan-asal-lipat,26/10/2024 08:31,"KOMPAS.com - Kain batik bukan sekadar pakaian, tetapi juga membawa makna dan filosofi yang mendalam, baik untuk pria maupun wanita.
Ketika dipakai sebagai bawahan, kain batik dililitkan di pinggang, dengan ujungnya yang diberi wiru atau dilipat memanjang dari atas ke bawah. Namun, ada aturan dan filosofi yang tidak bisa diabaikan.
Menurut Peni Cahyaningtyas, pendiri Griya Peni, wiru pada kain batik memiliki perbedaan antara laki-laki dan perempuan. Laki-laki menggunakan wiru yang lebih lebar, melambangkan kegagahan dan kekuatan. 
""Kalau yang laki-laki, lebar wirunya lebih besar daripada yang perempuan, karena memperlihatkan kegagahan,"" ujarnya saat diwawancarai Kompas.com, Jumat (25/10/2024).
Baca juga: Jangan Asal, Pakai Kain Batik Bermotif Sayap Sebaiknya Dihadapkan ke Atas
Untuk laki-laki, wiru dibuat dengan melipat ujung kain batik selebar lima hingga delapan sentimeter, sementara untuk perempuan hanya empat sentimeter.



Selain itu, jumlah lipatan wiru juga harus ganjil, sebagai simbol pertolongan dari Yang Maha Kuasa.
""Lipatannya rata-rata ganjil, baik untuk perempuan maupun laki-laki. Kepercayaan orang Jawa selalu menganggap angka ganjil itu 7, yang artinya permohonan pertolongan Maha Kuasa atau pitulungan,"" jelas Peni.
Saat membuat wiru, penting untuk memperhatikan arah tutupan kain batik. Arah tutupan ini berbeda untuk laki-laki dan perempuan.
Untuk perempuan, ujung kain harus menutup ke arah kanan, sedangkan untuk laki-laki, ujung kainnya harus menutup ke arah kiri.
""Jangan sampai kebalik, ya. Perempuan itu nutupnya ke kanan, pria itu nutupnya ke kiri,"" kata Peni menegaskan.
Baca juga: Jangan Pakai Batik Motif Tertentu untuk Clubbing, Simak Penjelasannya
Dalam budaya Jawa, saat ada pasangan yang menikah, laki-laki akan berdiri di sebelah kanan perempuan.
Arah tutupan wiru yang tepat, akan membuat ujung kain laki-laki dan perempuan saling bertemu, melambangkan kesatuan dan perlindungan satu sama lain.
""Filosofi berkain di Jawa adalah, laki-laki berdiri di sebelah kanan perempuan, sehingga kain laki-laki dan kain perempuannya bertemu. Artinya, mereka menyatu; kain bertemu di tengah melambangkan bahwa dia melindungi saya dan saya melindungi dia,"" tutup Peni.
Dengan memahami aturan ini, kita tidak hanya menghargai keindahan batik, tetapi juga filosofi yang mengikutinya, menjadikannya bagian penting dari identitas budaya kita.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",LIFESTYLE
"5 Hal Sederhana yang Membuat Seseorang Cepat Tua, Salah Satunya Kesepian",https://www.kompas.com/tren/read/2024/10/26/083000165/5-hal-sederhana-yang-membuat-seseorang-cepat-tua-salah-satunya-kesepian,26/10/2024 08:30,"KOMPAS.com - Memiliki umur panjang dan kondisi tubuh yang sehat adalah harapan setiap orang, termasuk juga Anda.
Untuk mewujudkannya, penting untuk melakukan kebiasaan sehat, seperti mengonsumsi makanan sehat dan olahraga teratur, serta menjauhi kebiasaan tidak sehat.
Umum diketahui bahwa kebiasaan buruk seperti merokok, kurang tidur, dan mengonsumsi alkohol dapat membuat seseorang tampak lebih tua.
Namun ternyata, ada beberapa faktor sederhana yang sering kali tidak disadari ternyata berpengaruh terhadap penuaan seseorang.
Lantas, apa saja faktor-faktor tersebut?
Baca juga: Awal Menstruasi Makin Dini tapi Menopause Makin Tua, Apa Dampaknya bagi Perempuan?




Hal sederhana yang mempercepat penuaan
Dilansir dari laman Verywell Health, berikut adalah beberapa hal yang bisa membuat seseorang cepat tua:
1. Terpapar sinar matahari berlebihan
Kulit bisa mengalami kerusakan akibat sinar matahari, hingga menyebabkan hilangnya elastisitas.
Penggunaan tabir surya dan kacamata hitam saat keluar rumah dapat membantu mencegah penuaan dini pada kulit.
Kacamata hitam dapat melindungi mata dan kulit di sekitarnya dari sinar UV dan mencegah Anda menyipitkan mata terlalu sering, karena lebih rentan menyebabkan kerutan.
Baca juga: Bagaimana Tubuh Bisa Menghasilkan Vitamin D Saat Terpapar Sinar Matahari?
2. Gaya hidup kurang gerak
Gaya hidup sedentary atau kurang gerak, seperti berdiam diri di kasur atau menonton televisi sepanjang hari menjadi salah satu faktor yang membuat Anda cepat terlihat tua.
Sebuah studi mengaitkan jam menonton televisi yang panjang dengan berkurangnya peluang penuaan sehat.
Mengganti kebiasaan itu dengan aktivitas fisik sedang atau ringan dapat meningkatkan peluang penuaan sehat. Memprioritaskan gerakan adalah kunci untuk penuaan yang sehat.
Baca juga: Studi Ungkap Durasi Olahraga agar Tensi Stabil hingga Usia Tua, Berapa Lama?
3. Stres kronis
Stres fisik, mental, dan emosional, termasuk keuangan, pekerjaan, diskriminasi, dan pengasuhan, dapat mempercepat penuaan.
Stres kronis dapat berdampak buruk pada tubuh dan menyebabkan peradangan, yang dapat mempercepat penuaan biologis.
Stres kronis dapat memengaruhi bagian DNA yang disebut telomer, yang memicu proses penuaan dan meningkatkan risiko masalah kesehatan.
Baca juga: Apa Saja Suplemen Pereda Stres?",TREN
Bolehkah Menanam Daun Kelor di Depan Rumah?,https://www.kompas.com/homey/read/2024/10/26/083000876/bolehkah-menanam-daun-kelor-di-depan-rumah-,26/10/2024 08:30,"KOMPAS.com - Daun kelor (Moringa oleifera) memiliki berbagai khasiat yang mengesankan bagi kesehatan berkat nilai gizinya yang tinggi.
Jika kamu ingin mendapatkan manfaat daun kelor, tak ada salahnya untuk mencoba menanam tanaman ini di rumah. Dengan demikian, kamu bisa memanen sendiri daun kelor yang segar dan berkhasiat.
Namun, untuk menanam daun kelor, ada beberapa syarat pertumbuhan yang perlu diperhatikan, salah satunya adalah pemilihan area tanam.
Baca juga: Masalah yang Sering Menyerang Daun Kelor dan Cara Mencegahnya
Menanam daun kelor di depan rumah
PIXABAY/Iskandar63 Ilustrasi tanaman kelor.
Peneliti Ahli Madya, Pusat Riset Tanaman Perkebunan, Organisasi Riset Pertanian dan Pangan, BRIN, Dr. Ridwan, S. P., M. Si mengatakan bahwa tanaman kelor memiliki rentang adaptasi yang tinggi. Oleh karena itu, kelor bisa tumbuh di hampir seluruh wilayah Indonesia.



""Dengan demikian, tanaman kelor bisa ditanam di lahan pertanian, perkebunan, bahkan di pekarangan rumah,"" ujar Ridwan kepada Kompas.com, Jumat (25/10/2024).
Lebih lanjut, Ridwan menjelaskan, tanaman kelor memang bisa tumbuh di berbagai jenis tanah. Namun, idealnya, tanah yang dibutuhkan kelor adalah tanah dengan pH antara 6-7 serta memiliki tekstur gembur dan drainase yang baik, seperti tanah lempung berpasir.
Baca juga: Cara Menanam Daun Kelor di Rumah, Banyak Manfaat dan Beri Keteduhan
Kemudian, jika ingin menanam daun kelor di depan rumah, pastikan tanaman ini tidak kekurangan sinar matahari.
""Kelor termasuk tanaman heliofit, artinya memerlukan sinar matahari penuh untuk tumbuh dengan baik,"" ungkapnya.
Ridwan mengatakan bahwa pertumbuhan tanaman kelor bisa terhambat, jika kekurangan cahaya. Ciri-cirinya adalah tanaman tumbuh tinggi kurus, jumlah anak daun sedikit, warna agak pucat, dan mudah roboh.
Guna mencegah masalah pertumbuhan tersebut, Ridwan pun menyarankan agar tanaman kelor tidak tumbuh di bawah naungan.
Baca juga: Cara Membuat Pupuk Organik dari Daun Kelor dengan Mudah
Selanjutnya, masih terkait kondisi tanah, pastikan tanaman kelor tidak tumbuh di tanah yang terlalu basah karena akar kelor rentan mengalami pembusukan.
""Pastikan penyiraman (kelor) dilakukan secukupnya. Jangan sampai tanah terlalu basah,"" ujar Ridwan.
Meski demikian, sebagaimana tanaman pada umumnya, kelor membutuhkan air untuk tumbuh dengan baik. Bahkan, penyiraman teratur tetap diperlukan selama musim kemarau untuk mendorong pertumbuhan dan produksi daun kelor yang optimal.
Baca juga: Cara Menanam Tanaman Kelor di Dalam Pot
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya.",HOMEY
